,school.branches,school.carnegie_basic,school.carnegie_size_setting,school.carnegie_undergrad,school.degrees_awarded.highest,school.degrees_awarded.predominant,school.faculty_salary,school.ft_faculty_rate,school.institutional_characteristics.level,school.instructional_expenditure_per_fte,school.locale,school.main_campus,school.name,school.operating,school.ownership,school.state,school.tuition_revenue_per_fte,school.under_investigation
4,2,9,1,4,2,1,5610.0,0.3421,2,6326,11,1,Casa Loma College-Van Nuys,1,2,CA,10248,0
5,1,-3,-2,-2,1,1,,,3,4874,21,1,Lytles Redwood Empire Beauty College Inc,1,3,CA,10962,0
6,1,-3,-2,-2,1,1,,,3,4312,11,1,MTI Business College Inc,1,3,CA,1713,0
7,1,4,2,1,2,2,5922.0,0.2761,2,5123,41,1,Lake Tahoe Community College,1,1,CA,885,0
8,1,30,6,11,4,3,8247.0,0.1234,1,10390,41,1,Laguna College of Art and Design,1,2,CA,18491,0
9,1,21,11,14,4,3,13270.0,0.9492,1,27189,21,1,Claremont McKenna College,1,2,CA,31936,0
10,1,32,6,5,4,3,5393.0,0.25,1,4493,13,1,United States Sports Academy,1,2,AL,15946,0
11,1,2,3,2,2,2,4598.0,0.3381,2,6969,32,1,Bevill State Community College,1,1,AL,2000,0
12,1,22,8,11,3,2,2706.0,0.6316,1,10356,11,1,American Indian College Inc,0,2,AZ,4369,0
13,6,-3,2,4,2,1,4314.0,0.1667,2,4586,11,0,Carrington College-Mesa,1,3,AZ,14294,0
14,1,20,9,5,4,3,7961.0,0.5215,1,13732,33,1,University of Alaska Southeast,1,1,AK,6269,0
15,1,23,12,11,4,1,4674.0,0.192,1,2076,11,1,Charter College,1,3,WA,6971,0
16,2,30,6,6,4,3,5670.0,0.5143,1,4049,11,1,Southwest University of Visual Arts-Tucson,1,3,AZ,18060,0
17,1,20,7,9,4,3,5458.0,0.5714,1,12342,11,1,Alaska Pacific University,1,2,AK,13109,0
18,1,-3,-2,-2,1,1,,,3,4157,13,1,Charles of Italy Beauty College,1,3,AZ,11055,0
19,3,-3,-2,-2,1,1,,,3,3773,11,1,Avalon School of Cosmetology-Mesa,1,3,AZ,7612,0
0,1,-3,1,4,2,1,4180.0,0.2353,2,4135,11,1,Alaska Career College,1,3,AK,10089,0
1,12,-3,-2,-2,1,1,,,3,8358,11,0,Empire Beauty School-Tucson,1,3,AZ,8002,0
2,1,1,2,2,2,1,5998.0,0.5686,2,7516,12,1,H Councill Trenholm State Community College,1,1,AL,2693,0
3,4,-3,-2,-2,1,1,,,2,2642,21,1,PJ's College of Cosmetology-Clarksville,1,3,IN,6329,0
4,14,6,5,1,2,1,5489.0,0.2842,2,3805,11,1,Ivy Tech Community College,1,1,IN,2101,0
5,1,30,6,13,4,3,5120.0,1.0,1,6676,11,1,VanderCook College of Music,1,2,IL,14189,0
6,1,18,16,13,4,3,8658.0,0.9308,1,12174,33,1,Western Illinois University,1,1,IL,7393,0
7,1,3,5,1,2,2,7324.0,0.9944,2,5954,21,1,Des Moines Area Community College,1,1,IA,2095,0
8,1,15,16,15,4,3,10708.0,0.8657,1,14748,13,1,University of Iowa,1,1,IA,13757,0
9,10,23,6,7,4,2,5386.0,0.2083,1,2302,12,0,Kaplan University-Cedar Rapids Campus,1,3,IA,7819,0
10,1,-3,-2,-2,1,1,,,2,4159,13,1,E Q School of Hair Design,1,3,IA,7188,0
11,1,3,3,1,2,1,6427.0,0.1942,2,5243,13,1,Western Iowa Tech Community College,1,1,IA,2105,0
12,1,2,3,1,2,2,6343.0,0.4046,2,10674,42,1,Northeast Iowa Community College,1,1,IA,2830,0
13,1,2,2,2,2,2,6790.0,1.0,2,7402,33,1,North Iowa Area Community College,1,1,IA,3791,0
14,1,3,3,1,2,2,4927.0,0.9275,2,3892,41,1,Barton County Community College,1,1,KS,3024,0
15,1,22,11,13,4,3,6481.0,0.1713,1,6833,33,1,Buena Vista University,1,2,IA,11423,0
16,1,6,4,1,2,2,8205.0,0.3107,2,6731,12,1,Grand Rapids Community College,1,1,MI,3988,0
17,1,18,16,13,4,3,8254.0,0.6501,1,8378,21,1,Grand Valley State University,1,1,MI,10631,0
18,1,17,16,13,4,3,8462.0,0.6537,1,8397,32,1,Central Michigan University,1,1,MI,10008,0
19,1,5,5,1,2,2,8556.0,0.2212,2,4660,12,1,Macomb Community College,1,1,MI,3164,0
0,1,-3,-2,-2,1,1,,,2,1115,11,1,Michigan Barber School Inc,1,2,MI,6536,0
1,1,2,3,1,2,2,7594.0,0.2362,2,3745,41,1,Mid Michigan Community College,1,1,MI,4018,0
2,1,3,3,1,2,2,8839.0,1.0,2,6931,13,1,Kellogg Community College,1,1,MI,3702,0
3,1,30,18,0,4,4,9677.0,1.0,1,52003,21,1,Cranbrook Academy of Art,1,2,MI,30101,0
4,1,18,13,9,4,3,8681.0,1.0,1,14429,11,1,University of Detroit Mercy,1,2,MI,24627,0
5,1,2,2,1,2,2,5525.0,0.3836,2,8016,43,1,Kirtland Community College,1,1,MI,3591,0
6,10,-3,-2,-2,1,1,,,3,6463,21,1,Dorsey Business Schools-Southgate,1,3,MI,21066,0
7,1,18,9,7,4,3,6730.0,0.9178,1,7971,11,1,Marygrove College,1,2,MI,10278,0
8,1,-3,-2,-2,1,1,,,3,8142,23,1,Twin City Beauty College,1,3,MI,8285,0
9,1,7,4,1,2,2,6136.0,0.0965,2,6768,11,1,Wayne County Community College District,1,1,MI,2078,0
10,1,17,15,9,4,3,8963.0,0.5062,1,8076,21,1,Oakland University,1,1,MI,10363,0
11,1,24,6,5,4,3,6505.0,0.4203,1,17538,11,1,Sacred Heart Major Seminary,1,2,MI,17600,0
12,1,4,4,1,2,2,9271.0,0.1948,1,4546,13,1,Schoolcraft College,1,1,MI,2960,0
13,4,3,3,2,2,2,7535.0,0.5531,2,5959,33,1,Minnesota State Community and Technical College,1,1,MN,3028,0
14,1,18,10,9,4,3,5191.0,0.2446,1,7394,23,1,Spring Arbor University,1,2,MI,10730,0
15,1,-3,-2,-2,1,1,,,3,2767,33,1,Cosmetology Careers Unlimited College of Hair Skin and Nails,1,3,MN,13567,0
16,1,1,2,2,2,2,7701.0,0.5,2,9190,33,1,Hibbing Community College,1,1,MN,4303,0
17,1,4,2,2,2,1,7626.0,0.5034,2,7321,41,1,Dakota County Technical College,1,1,MN,3663,0
18,1,2,2,1,2,1,7482.0,0.518,2,7261,33,1,Minnesota West Community and Technical College,1,1,MN,3418,0
19,10,23,6,7,4,2,4274.0,0.2436,1,6390,21,1,Globe University-Woodbury,0,3,MN,19919,0
0,1,1,2,1,2,1,7576.0,0.4386,2,8594,33,1,Northwest Technical College,1,1,MN,3184,0
1,1,16,16,13,4,3,7573.0,0.7667,1,8784,13,1,University of Southern Mississippi,1,1,MS,6439,0
2,1,4,4,1,2,2,7731.0,0.482,2,4830,21,1,Century College,1,1,MN,2943,0
3,1,-3,-2,-2,1,1,,,3,1825,41,1,Fosters Cosmetology College,1,3,MS,9247,0
4,1,2,3,3,2,2,2012.0,1.0,2,4787,32,1,Jones County Junior College,1,1,MS,911,0
5,1,3,4,3,2,2,5776.0,0.539,2,5455,32,1,Northwest Mississippi Community College,1,1,MS,1352,0
6,2,2,3,3,2,2,4755.0,1.0,2,6028,43,1,Pearl River Community College,1,1,MS,657,0
7,1,18,9,11,4,3,6312.0,0.6813,1,6975,33,1,Delta State University,1,1,MS,4395,0
8,1,20,10,13,4,3,6209.0,0.6995,1,6502,33,1,Mississippi University for Women,1,1,MS,4540,0
9,1,19,9,13,4,3,6727.0,0.3689,1,7860,11,1,Avila University,1,2,MO,12831,0
10,1,1,2,3,2,2,4602.0,0.5727,2,6021,41,1,Coahoma Community College,1,1,MS,0,0
11,12,-3,-2,-2,1,1,,,3,9570,13,0,Empire Beauty School-Bloomington,1,3,MN,9151,0
12,1,-3,-2,-2,1,1,,,3,4218,12,1,Mr Bela's School of Cosmetology Inc,1,3,MI,246,0
13,1,5,5,1,2,2,8581.0,1.0,2,5110,21,1,Oakland Community College,1,1,MI,2122,0
14,1,4,4,2,2,2,7580.0,0.4972,2,4710,13,1,Normandale Community College,1,1,MN,3221,0
15,1,2,3,2,2,2,7555.0,0.4686,2,5966,13,1,St Cloud Technical and Community College,1,1,MN,2990,0
16,23,14,12,5,3,1,5400.0,0.3422,1,3704,13,1,Rasmussen College-Minnesota,1,3,MN,16837,0
17,1,18,13,9,4,3,7006.0,0.5581,1,10428,11,1,St Catherine University,1,2,MN,17107,0
18,1,19,13,13,4,3,8766.0,0.4797,1,4952,33,1,Southwest Minnesota State University,1,1,MN,3844,0
19,2,2,2,2,2,1,7569.0,0.6923,2,8095,32,1,Minnesota State College Southeast,1,1,MN,3263,0
0,80,-3,-2,-2,1,1,,,3,9470,21,0,Regency Beauty Institute-Burnsville,0,3,MN,12145,0
1,1,21,14,14,3,3,8685.0,0.7316,1,16922,32,1,St Olaf College,1,2,MN,22567,0
2,1,1,2,1,2,1,7381.0,0.6098,2,5430,33,1,Pine Technical & Community College,1,1,MN,1856,0
3,1,19,16,14,4,3,7969.0,0.8431,1,6908,13,1,University of Minnesota-Duluth,1,1,MN,8417,0
4,1,4,3,1,2,2,7437.0,0.5172,2,4394,21,1,Inver Hills Community College,1,1,MN,3183,0
5,3,26,6,0,4,1,,,1,26882,12,0,Mayo Clinic School of Health Sciences,1,2,MN,11490,0
6,28,20,6,5,4,2,5568.0,0.351,1,7340,13,0,Argosy University-Twin Cities,1,3,MN,14151,0
7,2,2,3,2,2,2,7483.0,0.5987,2,6887,33,1,Northland Community and Technical College,1,1,MN,3525,0
8,2,23,6,5,3,2,4681.0,,1,10278,21,1,Sanford-Brown College-Mendota Heights,0,3,MN,19633,0
9,11,26,6,5,3,2,5756.0,0.3,1,8978,21,0,Herzing University-Minneapolis,1,3,MN,16145,0
10,1,21,8,10,3,3,6495.0,0.6984,1,12413,13,1,Bethany Lutheran College,1,2,MN,11407,0
11,2,1,2,2,2,2,7662.0,0.5161,2,6206,33,1,Mesabi Range College,1,1,MN,2194,0
12,1,21,11,14,3,3,11575.0,0.8396,1,27406,32,1,Carleton College,1,2,MN,30893,0
13,1,24,8,11,3,3,4142.0,0.7059,1,4335,33,1,Oak Hills Christian College,1,2,MN,10133,0
14,1,19,13,13,4,3,8783.0,1.0,1,7988,12,1,Worcester State University,1,1,MA,6632,0
15,1,19,14,13,4,3,8910.0,0.469,1,7419,21,1,Westfield State University,1,1,MA,7363,0
16,1,18,12,13,4,3,8753.0,0.4745,1,9265,11,1,Suffolk University,1,2,MA,24062,0
17,1,21,14,14,4,3,8258.0,0.9967,1,13243,12,1,Calvin College,1,2,MI,16881,0
18,1,26,18,0,4,4,8476.0,0.4365,1,11755,13,1,William James College,1,2,MA,27793,0
19,1,22,14,10,4,3,8047.0,1.0,1,8810,21,1,Merrimack College,1,2,MA,18189,0
0,1,17,11,13,4,3,4904.0,0.9731,1,13227,31,1,Andrews University,1,2,MI,15635,0
1,1,21,11,11,4,3,8632.0,0.5412,1,10178,31,1,Massachusetts College of Liberal Arts,1,1,MA,6016,0
2,1,21,11,14,4,3,9788.0,0.9486,1,22413,21,1,Mount Holyoke College,1,2,MA,19709,0
3,1,19,11,10,4,3,7125.0,0.4509,1,13945,11,1,Wheelock College,1,2,MA,19956,0
4,1,30,6,11,4,3,5798.0,0.3252,1,14020,11,1,School of the Museum of Fine Arts at Tufts University,1,2,MA,24981,0
5,1,2,2,2,2,1,7718.0,0.7128,2,6587,41,1,Alexandria Technical & Community College,1,1,MN,3672,0
6,1,22,6,11,3,3,5093.0,0.5645,1,8737,33,1,Finlandia University,1,2,MI,15308,0
7,8,-3,-2,-2,1,1,,,3,1255,21,1,Ross Medical Education Center-Flint,1,3,MI,8130,0
8,1,-3,-2,-2,1,1,,,2,2252,12,1,Flint Institute of Barbering Inc,1,3,MI,853,0
9,1,22,8,13,3,3,4090.0,1.0,1,7293,13,1,Grace Bible College,1,2,MI,7934,0
10,6,-3,-2,-2,1,1,,,3,1627,21,1,Ross Medical Education Center-Lansing,1,3,MI,8207,0
11,1,21,8,10,4,3,6174.0,0.4286,1,10192,21,1,Pine Manor College,1,2,MA,14872,0
12,1,24,8,11,4,3,3943.0,0.3902,1,25583,11,1,Saint John's Seminary,1,2,MA,12535,0
13,1,23,8,10,3,2,5634.0,0.6765,1,18169,41,1,Bard College at Simon's Rock,1,2,MA,22021,0
14,1,-3,-2,-2,1,1,,,3,4026,21,1,Cortiva Institute-Boston,0,3,MA,16371,0
15,1,9,1,4,2,2,7519.0,0.7115,2,43199,21,1,Lawrence Memorial Hospital School of Nursing,1,2,MA,32288,0
16,1,-3,-2,-2,1,1,,,3,3073,22,1,Rob Roy Academy-New Bedford,1,3,MA,11714,0
17,1,26,18,0,4,3,9150.0,0.7344,1,26037,11,1,New England College of Optometry,1,2,MA,38385,0
18,1,3,4,2,2,2,5409.0,0.2141,2,4617,12,1,Ozarks Technical Community College,1,1,MO,1651,0
19,135,28,6,6,3,2,5194.0,0.1148,1,2926,21,0,ITT Technical Institute-Earth City,0,3,MO,17488,0
0,1,19,9,11,4,3,7165.0,0.3602,1,4820,11,1,Robert Morris University Illinois,1,2,IL,15974,0
1,1,19,12,7,4,3,6604.0,0.469,1,6441,13,1,Indiana University-Northwest,1,1,IN,5323,0
2,1,4,4,2,2,2,6641.0,0.2214,2,4906,21,1,Moraine Valley Community College,1,1,IL,2781,0
3,3,26,6,7,4,3,6478.0,0.587,1,10198,12,1,Saint Anthony College of Nursing,1,2,IL,21208,0
4,1,4,4,1,2,2,7435.0,0.307,2,5096,21,1,Triton College,1,1,IL,2645,0
5,1,18,17,13,4,3,7135.0,1.0,1,4194,32,1,Indiana Wesleyan University-Marion,1,2,IN,10658,0
6,1,-3,-2,-2,1,1,,,3,3592,13,1,Tricoci University of Beauty Culture-Lafayette,1,3,IN,8485,0
7,32,14,6,10,3,2,4883.0,,1,9434,13,0,Brown Mackie College-Michigan City,1,3,IN,7947,0
8,1,22,9,7,4,3,5969.0,0.5105,1,5865,13,1,Indiana University-Kokomo,1,1,IN,5057,0
9,1,22,9,7,4,3,6087.0,0.3679,1,5432,41,1,Indiana University-East,1,1,IN,5782,0
10,1,18,11,12,4,3,6437.0,1.0,1,8533,13,1,Anderson University,1,2,IN,12797,0
11,1,20,9,13,4,3,5872.0,0.4762,1,7307,11,1,University of Saint Francis-Fort Wayne,1,2,IN,14598,0
12,1,18,15,5,4,3,7903.0,0.0516,1,3330,21,1,University of Maryland-University College,1,1,MD,9569,0
13,1,5,5,1,2,2,8613.0,0.3402,2,7616,13,1,Montgomery College,1,1,MD,3758,0
14,1,4,4,1,2,2,6674.0,0.2283,2,6607,21,1,Prince George's Community College,1,1,MD,3303,0
15,1,4,4,1,2,2,7310.0,0.207,2,8198,21,1,Anne Arundel Community College,1,1,MD,3358,0
16,1,20,18,0,4,4,4293.0,1.0,1,3681,21,1,Maryland University of Integrative Health,1,2,MD,8757,0
17,1,20,13,13,4,3,8356.0,0.3057,1,10327,41,1,Stevenson University,1,2,MD,15838,0
18,1,24,8,11,3,3,4286.0,,1,3625,11,1,Boston Baptist College,1,2,MA,15940,0
19,1,16,17,14,4,3,14211.0,0.5787,1,22248,13,1,Boston College,1,2,MA,31361,0
0,1,18,10,11,4,3,6409.0,0.1781,1,6248,12,1,American International College,1,2,MA,13931,0
1,1,10,1,4,2,1,4072.0,,2,2204,21,1,Brightwood College-Beltsville,1,3,MD,8142,0
2,1,19,11,14,4,3,8389.0,0.5189,1,8185,12,1,Assumption College,1,2,MA,14674,0
3,1,21,11,12,4,3,7185.0,0.2188,1,9659,23,1,McDaniel College,1,2,MD,14189,0
4,1,16,15,9,4,3,7644.0,0.9574,1,7564,11,1,Wichita State University,1,1,KS,7705,0
5,1,5,4,2,2,2,5742.0,1.0,2,3502,32,1,Butler Community College,1,1,KS,2887,0
6,1,7,4,1,2,1,5339.0,0.9569,2,4230,21,1,Jefferson Community and Technical College,1,1,KY,2179,0
7,1,18,13,13,4,3,7106.0,0.734,1,8276,33,1,Murray State University,1,1,KY,8052,0
8,2,19,12,9,4,3,7552.0,0.5691,1,8536,12,1,Washburn University,1,1,KS,5847,0
9,1,3,3,1,2,1,5085.0,0.964,2,5062,33,1,West Kentucky Community and Technical College,1,1,KY,2052,0
10,1,21,10,11,4,3,6382.0,0.9416,1,8520,32,1,Kentucky State University,1,1,KY,7027,0
11,1,2,3,1,2,1,5309.0,1.0,2,5656,41,1,Madisonville Community College,1,1,KY,1847,0
12,1,2,3,2,2,1,5156.0,0.9895,2,5962,41,1,Maysville Community and Technical College,1,1,KY,1865,0
13,1,30,6,7,3,2,3763.0,0.4762,1,5967,21,1,Sullivan College of Technology and Design,1,3,KY,12272,0
14,1,-3,-2,-2,1,1,,,3,1792,21,1,Lowell Academy Hairstyling Institute,1,3,MA,5219,0
15,1,16,15,9,4,3,10470.0,0.5559,1,12917,11,1,University of Massachusetts-Boston,1,1,MA,12800,0
16,1,24,6,5,4,3,7706.0,0.25,1,53709,13,1,Hebrew College,1,2,MA,35934,0
17,1,24,8,11,4,3,5930.0,1.0,1,17510,21,1,Hellenic College-Holy Cross Greek Orthodox School of Theology,1,2,MA,7533,0
18,1,4,3,2,2,2,6870.0,0.3015,2,6272,21,1,Holyoke Community College,1,1,MA,3575,0
19,1,15,17,14,4,3,12920.0,0.6598,1,28414,11,1,Boston University,1,2,MA,29773,0
0,1,18,13,13,4,3,8777.0,0.566,1,8600,22,1,Fitchburg State University,1,1,MA,6210,0
1,1,-3,-2,-2,1,1,,,3,8347,21,1,La Baron Hairdressing Academy-Brockton,0,3,MA,12006,0
2,1,22,11,12,4,3,7786.0,0.3258,1,7055,13,1,Lasell College,1,2,MA,17765,0
3,1,-3,-2,-2,1,1,,,3,5712,21,1,Diman Regional Technical Institute,1,1,MA,5317,0
4,1,18,14,15,4,3,9694.0,0.4217,1,11021,11,1,Emerson College,1,2,MA,26735,0
5,1,18,13,9,4,3,7844.0,0.225,1,9550,12,1,Lesley University,1,2,MA,18402,0
6,1,21,11,10,3,3,9271.0,0.7907,1,15158,21,1,Hampshire College,1,2,MA,24985,0
7,1,21,11,14,4,3,8127.0,0.6908,1,13768,32,1,Washington College,1,2,MD,22283,0
8,1,-3,-2,-2,1,1,,,3,7621,13,1,Montgomery Beauty School,1,3,MD,5849,0
9,1,18,10,9,4,3,6709.0,1.0,1,5954,11,1,Friends University,1,2,KS,13505,0
10,1,2,2,1,2,1,4126.0,0.1563,2,6369,41,1,Cloud County Community College,1,1,KS,2430,0
11,1,-3,-2,-2,1,1,,,2,3335,32,1,PJ's College of Cosmetology-Glasgow,1,3,KY,8209,0
12,1,2,3,2,2,1,5412.0,0.9259,2,5983,33,1,Hazard Community and Technical College,1,1,KY,1534,0
13,1,-3,-2,-2,1,1,,,2,4226,13,1,La James International College-Iowa City,1,3,IA,8901,1
14,1,21,11,11,4,3,6536.0,0.4686,1,8499,31,1,Simpson College,1,2,IA,13124,0
15,1,19,10,11,4,3,5036.0,0.9308,1,5000,32,1,Campbellsville University,1,2,KY,9254,0
16,1,19,14,13,4,3,5054.0,0.4385,1,4079,33,1,University of the Cumberlands,1,2,KY,8124,0
17,1,-3,-2,-2,1,1,,,2,3733,11,1,Paul Mitchell the School-Lexington,1,3,KY,8771,0
18,1,-3,-2,-2,1,1,,,2,2241,32,1,Collins School of Cosmetology,0,3,KY,2737,0
19,4,10,2,2,2,2,5267.0,0.26,1,6276,21,1,Galen College of Nursing-Louisville,1,3,KY,11317,0
0,1,26,18,0,4,4,4043.0,0.7813,1,6926,42,1,Frontier Nursing University,1,2,KY,19174,0
1,1,21,11,12,4,3,6285.0,0.585,1,8127,31,1,Georgetown College,1,2,KY,12259,0
2,1,22,7,9,4,3,5246.0,0.4766,1,6933,13,1,Brescia University,1,2,KY,11745,0
3,1,1,1,1,2,1,5142.0,0.6667,2,7019,33,1,Salina Area Technical College,1,1,KS,2237,0
4,1,23,9,5,3,3,7257.0,0.3346,1,5893,32,1,University of Maine at Augusta,1,1,ME,5493,0
5,1,17,13,11,4,3,8339.0,0.4846,1,7192,21,1,Bowie State University,1,1,MD,4927,0
6,10,14,6,5,4,2,3361.0,0.2727,1,2087,22,0,Kaplan University-Hagerstown Campus,1,3,MD,9340,0
7,1,20,10,7,4,3,7395.0,0.5,1,8582,11,1,Coppin State University,1,1,MD,1574,0
8,1,2,3,2,2,2,5776.0,0.467,2,6842,13,1,Allegany College of Maryland,1,1,MD,2782,0
9,1,2,3,1,2,2,5906.0,0.3504,2,5653,22,1,Hagerstown Community College,1,1,MD,4985,0
10,1,4,3,1,2,2,6787.0,0.1921,2,7894,13,1,Frederick Community College,1,1,MD,4248,0
11,1,19,11,13,4,3,7409.0,0.4147,1,8498,13,1,Hood College,1,2,MD,13965,0
12,1,25,12,7,4,3,11061.0,0.4537,1,34827,11,1,University of Maryland Baltimore,1,1,MD,15891,0
13,1,21,11,14,3,3,11367.0,0.8588,1,29673,31,1,Bowdoin College,1,2,ME,29738,0
14,1,2,2,1,2,2,6192.0,0.3308,2,7291,41,1,Kennebec Valley Community College,1,1,ME,2645,0
15,1,19,10,5,4,3,6024.0,1.0,1,7839,41,1,Saint Joseph's College of Maine,1,2,ME,12652,0
16,1,21,7,7,3,3,6265.0,0.4545,1,8409,43,1,University of Maine at Machias,1,1,ME,4400,0
17,1,-3,-2,-2,1,1,,,3,4961,11,1,Stevensons Academy of Hair Design,1,3,LA,5134,0
18,1,7,2,1,2,1,4055.0,0.5843,2,5185,41,1,Northshore Technical Community College,1,1,LA,1779,0
19,1,22,6,7,3,3,6729.0,0.4079,1,6855,43,1,University of Maine at Fort Kent,1,1,ME,5230,0
0,1,10,1,3,2,2,3001.0,0.3913,2,3200,13,1,Beal College,1,3,ME,6080,0
1,1,21,7,15,4,3,7503.0,1.0,1,13616,33,1,College of the Atlantic,1,2,ME,39293,0
2,1,21,11,14,3,3,10873.0,0.803,1,76031,13,1,Bates College,1,2,ME,147403,0
3,1,22,8,10,3,3,6038.0,1.0,1,8011,43,1,Unity College,1,2,ME,14881,0
4,1,1,3,2,2,1,4376.0,0.5,2,4175,13,1,SOWELA Technical Community College,1,1,LA,2273,0
5,1,30,8,11,4,3,5602.0,0.2637,1,10217,13,1,Maine College of Art,1,2,ME,17779,0
6,1,-3,-2,-2,1,1,,,2,14342,11,1,North Bennet Street School,1,2,MA,16329,0
7,1,5,3,1,2,2,6703.0,0.2744,2,6881,21,1,Northern Essex Community College,1,1,MA,3144,0
8,1,5,3,1,2,2,7416.0,0.4316,2,4803,21,1,Massachusetts Bay Community College,1,1,MA,3646,0
9,1,22,11,11,4,3,5355.0,0.3235,1,9242,13,1,Mount Ida College,1,2,MA,16458,0
10,1,5,4,2,2,2,7605.0,1.0,2,4438,21,1,Camden County College,1,1,NJ,3164,0
11,1,4,5,2,2,2,7314.0,0.3004,2,6751,21,1,Bergen Community College,1,1,NJ,5306,0
12,10,14,6,7,4,2,4809.0,0.1538,1,2197,11,0,Kaplan University-Lincoln Campus,1,3,NE,8767,0
13,3,31,18,0,4,4,9283.0,0.5273,1,23540,31,0,University of New Hampshire-School of Law,1,1,NH,23232,0
14,3,16,17,14,4,3,11083.0,0.6395,1,11476,23,1,University of New Hampshire-Main Campus,1,1,NH,12657,0
15,1,3,3,2,2,2,6804.0,1.0,2,4100,41,1,Atlantic Cape Community College,1,1,NJ,2611,0
16,1,5,4,2,2,2,5367.0,1.0,2,2895,41,1,Rowan College at Burlington County,1,1,NJ,2550,0
17,1,-3,-2,-2,1,1,,,3,3408,21,1,Adult and Continuing Education-BCTS,1,1,NJ,3283,0
18,3,-3,-2,-2,1,1,,,3,7361,21,1,Branford Hall Career Institute-Parsippany,1,3,NJ,32425,0
19,1,7,4,2,2,2,7366.0,1.0,2,3454,11,1,Essex County College,1,1,NJ,4559,0
0,1,19,10,10,4,3,8217.0,0.8977,1,6530,21,1,Caldwell University,1,2,NJ,15937,0
1,1,-3,-2,-2,1,1,,,1,6332,13,1,Cooper Health System Center for Allied Health Education,0,2,NJ,10575,0
2,1,21,11,14,4,3,9111.0,0.6023,1,14169,21,1,Drew University,1,2,NJ,16870,0
3,1,18,16,13,4,3,7410.0,0.6594,1,7971,12,1,Missouri State University-Springfield,1,1,MO,7533,0
4,1,7,5,1,2,2,5237.0,1.0,2,4486,11,1,Metropolitan Community College-Kansas City,1,1,MO,1898,0
5,1,-3,-2,-2,1,1,,,3,14845,21,1,Missouri School of Barbering,0,3,MO,10871,0
6,1,22,12,9,4,3,6019.0,1.0,1,6694,13,1,Missouri Southern State University,1,1,MO,3143,0
7,1,5,3,2,2,2,5219.0,1.0,2,4356,41,1,Jefferson College,1,1,MO,2405,0
8,1,24,18,0,4,4,5949.0,1.0,1,23311,21,1,Eden Theological Seminary,1,2,MO,10993,0
9,1,-3,-2,-2,1,1,,,3,2528,21,1,Elaine Steven Beauty College,1,3,MO,9312,0
10,1,18,10,9,4,3,6260.0,0.3829,1,7779,21,1,Fontbonne University,1,2,MO,15544,0
11,1,25,18,0,4,4,,,1,11970,11,1,Kansas City University of Medicine and Biosciences,1,2,MO,39699,0
12,1,18,13,7,4,3,8515.0,1.0,1,7431,21,1,Webster University,1,2,MO,15728,0
13,1,2,3,2,2,1,5406.0,1.0,2,3407,33,1,Three Rivers Community College,1,1,MO,342,0
14,1,18,11,14,4,3,7117.0,0.5397,1,7204,11,1,Rockhurst University,1,2,MO,14629,0
15,1,-3,-2,-2,1,1,,,3,19029,33,1,Poplar Bluff Technical Career Center,1,1,MO,4897,0
16,1,13,9,6,3,1,5042.0,0.6528,1,3872,11,1,Ranken Technical College,1,2,MO,10497,0
17,1,23,6,7,3,1,3129.0,,1,4821,12,1,Everest College-Springfield,1,2,MO,6288,0
18,1,-3,-2,-2,1,1,,,2,5558,21,1,Joe Kubert School of Cartoon and Graphic Art,1,3,NJ,14011,0
19,1,18,15,7,4,3,9109.0,0.2527,1,10111,21,1,Kean University,1,1,NJ,8731,0
0,1,4,4,2,2,2,9658.0,1.0,2,5002,21,1,Middlesex County College,1,1,NJ,4892,0
1,1,-3,-2,-2,1,1,,,3,3046,21,1,Rizzieri Aveda School for Beauty and Wellness,1,3,NJ,15196,0
2,1,3,3,1,2,2,7713.0,1.0,2,5657,41,1,Mercer County Community College,1,1,NJ,4053,0
3,1,4,4,2,2,2,7018.0,1.0,2,4372,21,1,Rowan College at Gloucester County,1,1,NJ,3551,0
4,1,4,4,2,2,2,6611.0,1.0,2,3210,21,1,Ocean County College,1,1,NJ,3512,0
5,1,16,12,15,4,3,11585.0,0.5761,1,10123,11,1,New Jersey Institute of Technology,1,1,NJ,14017,0
6,1,20,9,11,4,3,6428.0,0.4581,1,6906,21,1,Felician University,1,2,NJ,18259,0
7,1,18,10,11,4,3,8165.0,0.3808,1,7344,13,1,Georgian Court University,1,2,NJ,18413,0
8,1,-3,1,3,2,1,4103.0,0.2778,2,3988,21,1,Eastwick College-Hackensack,1,3,NJ,12581,0
9,1,-3,-2,-2,1,1,,,2,6227,21,1,HackensackUMC Mountainside School of Nursing,0,3,NJ,9588,0
10,1,-3,-2,-2,1,1,,,3,2124,21,1,Robert Fiance Beauty Schools-West New York,1,3,NJ,9356,0
11,1,18,12,11,4,3,5667.0,0.2032,1,2473,21,1,Bellevue University,1,2,NE,10804,0
12,1,33,1,3,2,2,3786.0,1.0,2,6093,43,1,Little Big Horn College,1,1,MT,2649,0
13,2,22,9,15,4,3,7188.0,0.6833,1,9455,33,1,Montana Tech of the University of Montana,1,1,MT,6853,0
14,1,-3,-2,-2,1,1,,,2,10648,33,1,Academy of Cosmetology,1,3,MT,4963,0
15,2,1,2,2,2,2,7490.0,0.6667,2,5603,33,0,Highlands College of Montana Tech,1,1,MT,4062,0
